Deutsch,English,wk,freq
antike,ancient,0,505
warner,warner,0,505
pelz,fur,0,505
3-mal,3 times,0,504
jemandes,someone's,0,504
regenbogen,rainbow,0,504
zitieren,quote,0,504
verursachte,caused,0,504
zürich,Zurich,0,504
kippe,cant,0,504
blamieren,embarrass,0,504
chinatown,chinatown,0,504
programme,programs,0,504
nottingham,Nottingham,0,504
pate,godfather,0,504
inszeniert,staged,0,504
vorenthalten,withheld,0,504
freigabe,release,0,504
beidem,in which,0,503
differenzen,differences,0,503
außergewöhnliches,extraordinary,0,503
beteiligten,involved,0,503
neville,Neville,0,503
springer,jumper,0,503
angus,angus,0,503
grosser,bigger,0,503
übungen,exercises,0,503
mittelalter,middle ages,0,503
skript,script,0,503
simulation,simulation,0,503
stockwerke,floors,0,503
strahl,beam,0,503
circa,approx,0,503
überlässt,leaves,0,503
bye-bye,bye Bye,0,503
starling,starling,0,503
feng,feng,0,503
geschadet,harmed,0,503
geldbeutel,purse,0,503
obere,upper,0,503
glücksbringer,lucky charm,0,502
adolf,adolf,0,502
fowler,fowler,0,502
spitz,pointed,0,502
vargas,vargas,0,502
motivation,motivation,0,502
abwesend,absent,0,502
gunnar,gunnar,0,502
viper,viper,0,502
zerquetscht,crushed,0,502
stetson,alwayson,0,502
pisser,pisser,0,502
konferenzraum,conference room,0,502
declan,declan,0,502
weitergegeben,passed on,0,502
malte,painted,0,501
draufgehen,go for it,0,501
davey,Davey,0,501
beteiligen,participate,0,501
whoo,whoo,0,501
castiel,Castiel,0,501
unverschämtheit,impudence,0,501
plattform,platform,0,501
mexikanischen,Mexican,0,501
phyllis,phyllis,0,501
bündnis,alliance,0,501
kripo,cripo,0,501
benachrichtigt,notified,0,500
beunruhigend,disturbing,0,500
vernachlässigt,neglected,0,500
europas,Europe,0,500
schnellsten,fastest,0,500
küken,chick,0,500
could,could,0,500
yacht,yacht,0,500
feines,fine,0,500
kutscher,coachman,0,500
lagerraum,storage room,0,500
parasiten,parasites,0,500
erhalte,receive,0,500
landest,land,0,500
olaf,Olaf,0,500
ferrari,ferrari,0,500
spieß,pike,0,500
blickt,looks,0,500
helga,Helga,0,500
bluebell,bluebell,0,499
give,give,0,499
stalag,stalag,0,499
knete,knead,0,499
ripper,ripper,0,499
wissenschaftlichen,scientific,0,499
leeres,empty,0,499
demnach,accordingly,0,499
really,really,0,499
planänderung,change of plan,0,499
hinkommen,get there,0,499
leichtsinnig,careless,0,499
dreckiges,dirty,0,499
jennings,jennings,0,499
zufälligerweise,coincidentally,0,499
verpasste,missed,0,499
gesetzen,laws,0,499
aufseher,supervisor,0,498
geheimer,more secret,0,498
jugendamt,youth welfare office,0,498
horde,horde,0,498
reisende,travelers,0,498
darwin,darwin,0,498
schmetterlinge,butterflies,0,498
sehnen,yearn,0,498
geschmiert,lubricated,0,498
buchanan,buchanan,0,498
mutige,brave,0,498
doppelgänger,doppelganger,0,498
treff,meet,0,498
kinderzimmer,nursery,0,498
stacey,stacey,0,498
vorführen,demonstrate,0,497
gesindel,rabble,0,497
vorwarnung,advance warning,0,497
astrid,astrid,0,497
wählerisch,picky,0,497
beschleunigt,accelerated,0,497
charleston,Charleston,0,497
einschätzung,assessment,0,497
best,best,0,497
vorspielen,act out,0,497
dorfbewohner,villagers,0,497
superheld,superhero,0,497
stationen,stations,0,497
beihilfe,aid,0,497
erlöst,redeemed,0,497
unkraut,weed,0,497
flüchtig,volatile,0,496
renovieren,renovate,0,496
verheirateten,married,0,496
pearson,pearson,0,496
stützen,support,0,496
nachweisen,prove,0,496
sierra,sierra,0,496
forbes,Forbes,0,496
ruinierst,ruin,0,496
kaplan,chaplain,0,496
pepper,pepper,0,496
ms,ms,0,496
then,then,0,496
auszusagen,to testify,0,496
elfen,elves,0,496
ehepaar,couple,0,496
objektiv,lens,0,495
spür,feel,0,495
gefordert,required,0,495
zumute,feel,0,495
vorliebe,preference,0,495
kathryn,Kathryn,0,495
iwan,Ivan,0,495
about,about,0,495
denny,Denny,0,495
durchgebrannt,burned out,0,495
planst,plans,0,495
paranoia,paranoia,0,495
ai,ai,0,495
zivilisationen,civilizations,0,495
vous,vous,0,495
abfeuern,firing,0,495
erstmals,for the first time,0,495
seufzen,sigh,0,495
verübeln,resent,0,494
erleuchtung,enlightenment,0,494
erfolgreicher,more successful,0,494
schäm,shame,0,494
irgendwoher,from somewhere,0,494
unterhalt,maintenance,0,494
vormund,guardian,0,494
kommunist,Communist,0,494
hobbs,hobbs,0,494
draper,draper,0,494
murmelt,murmurs,0,494
wohle,well,0,494
hinterlasse,leave behind,0,494
wundervolles,wonderful,0,494
feuerwehrmann,firefighter,0,494
kopfhörer,headphones,0,494
austern,oysters,0,493
juwel,jewel,0,493
abgefangen,intercepted,0,493
zugreifen,access,0,493
musical,musical,0,493
charming,charming,0,493
delphine,dolphins,0,493
webster,Webster,0,493
wiener,Viennese,0,493
griechischen,Greek,0,493
gemahl,husband,0,493
appartement,apartment,0,493
sekt,sparkling wine,0,493
zerstörten,destroyed,0,493
entschädigung,compensation,0,493
reiz,attractive,0,492
längere,longer,0,492
expertin,expert,0,492
via,via,0,492
uhm,uhm,0,492
d.h.,i.e.,0,492
handle,act,0,492
palace,palace,0,492
gatte,spouse,0,492
brummt,hums,0,492
schriften,fonts,0,492
überblick,overview,0,492
keep,keep,0,492
lebensstil,lifestyle,0,492
eingetreten,occurred,0,492
vertauscht,swapped,0,492
weltmeister,world champion,0,492
unterschiede,differences,0,492
wesentliche,essential,0,492
deals,deals,0,492
gemischt,mixed,0,491
gruft,crypt,0,491
steigern,increase,0,491
handbuch,manual,0,491
savannah,savannah,0,491
too,too,0,491
maine,Maine,0,491
heirateten,married,0,491
lutschen,suck,0,491
milde,mild,0,491
formulare,forms,0,491
perfektion,perfection,0,491
haufenweise,heaps,0,491
scheppern,clatter,0,491
dollars,dollars,0,491
wissenschaftlich,scientific,0,491
walters,Walters,0,491
jessi,Jessi,0,491
buben,boys,0,490
kaufhaus,department store,0,490
erweist,proves,0,490
zusammengebrochen,collapsed,0,490
fakultät,factorial,0,490
leitete,directed,0,490
möpse,pugs,0,490
überfällig,overdue,0,490
luzifer,lucifer,0,490
beantragt,requested,0,490
präsentiere,present,0,490
französischer,French,0,490
lokalen,local,0,490
dringende,urgent,0,490
empfand,felt,0,490
angestarrt,stared at,0,490
schlagzeile,headline,0,490
genies,geniuses,0,490
moira,moira,0,490
genannten,mentioned,0,490
kacken,poop,0,490
streichholz,match,0,490
favorit,favorite,0,490
gnädiger,more merciful,0,489
hold,hold,0,489
verwalter,manager,0,489
forderung,financial support,0,489
ehefrauen,wives,0,489
heft,notebook,0,489
banner,banner,0,489
erwürgen,strangle,0,489
tragische,tragic,0,489
rechter,more right-wing,0,489
organismus,organism,0,489
potential,potential,0,489
schnellstens,as quickly as possible,0,489
zurechtkommen,cope,0,489
kontrolliere,control,0,489
veranlassen,cause,0,489
hingehe,go,0,489
vorladung,summons,0,488
himmlisch,heavenly,0,488
sowjetunion,Soviet Union,0,488
verheilt,healed,0,488
sicheres,safe,0,488
misshandelt,mistreated,0,488
unterbringen,accommodate,0,488
erlösen,redeem,0,488
abgereist,departed,0,488
lebensversicherung,life insurance,0,488
part,part,0,488
meisterschaft,championship,0,488
kantine,canteen,0,488
bürgermeisters,mayor,0,488
aufgeweckt,woken up,0,488
erkunden,explore,0,487
verwundbar,vulnerable,0,487
zufügen,add,0,487
gekonnt,skillfully,0,487
erbaut,built,0,487
almosen,alms,0,487
sagtet,said,0,487
memo,memo,0,487
beleidigend,offensive,0,487
vergnügt,happy,0,487
abgebrannt,burned down,0,487
wischen,wipe,0,487
geistige,spiritual,0,487
rückendeckung,backing,0,487
mcdonald,mcdonald,0,487
agents,agents,0,487
haustiere,pets,0,487
geeinigt,agreed,0,487
hansen,hansen,0,487
penthouse,penthouse,0,486
cassandra,cassandra,0,486
brauchtest,you needed,0,486
masche,mesh,0,486
vampiren,vampires,0,486
montreal,Montreal,0,486
angenehmen,pleasant,0,486
dope,dope,0,486
serge,serge,0,486
beladen,loaded,0,486
abliefern,deliver,0,486
erhofft,hoped,0,486
rauskomme,come out,0,486
sterblichen,mortals,0,486
esszimmer,dining room,0,486
sabotieren,sabotage,0,486
stalin,Stalin,0,486
minnie,minnie,0,486
außenwelt,outside world,0,486
ignoriere,ignore,0,485
patriot,patriot,0,485
vögelt,fucks,0,485
gehaltserhöhung,salary increase,0,485
everett,everett,0,485
ss,ss,0,485
verblüffend,amazing,0,485
ferdinand,ferdinand,0,485
erlaubte,allowed,0,485
sitzungen,meetings,0,485
erbsen,peas,0,485
gangs,gang,0,485
kreuzfahrt,cruise,0,485
schilder,signs,0,485
servus,Goodbye,0,485
klon,clone,0,485
chcyan,chcyan,0,485
dea,dea,0,485
illusionen,illusions,0,485
augenzeugen,eyewitnesses,0,485
ärztliche,medical,0,485
krypton,krypton,0,484
einsetzt,used,0,484
would,would,0,484
homeland,homeland,0,484
kläre,clarify,0,484
auszuführen,to carry out,0,484
triebwerke,engines,0,484
verabreicht,administered,0,484
app,app,0,484
lisbon,Lisbon,0,484
anerkannt,recognized,0,484
cobb,cobb,0,484
ko,ko,0,484
aufbringen,apply,0,484
anstarren,stare,0,484
emilio,Emilio,0,484
zimmern,carpentry,0,484
briggs,briggs,0,483
katholisch,Catholic,0,483
barcelona,Barcelona,0,483
seile,ropes,0,483
schacht,shaft,0,483
luisa,Luisa,0,483
geiler,hotter,0,483
wachstum,growth,0,483
donut,donut,0,483
zufriedenheit,satisfaction,0,483
wood,wood,0,483
weide,pasture,0,483
vicki,Vicki,0,483
bowling,bowling,0,483
lawson,lawson,0,483
beitreten,join,0,483
ekel,disgust,0,483
physisch,physically,0,483
maße,mass,0,483
gewundert,wondered,0,483
roller,scooter,0,483
st,st,0,483
speisekarte,menu,0,483
zurückschicken,send back,0,483
enthüllen,reveal,0,483
bescheidenheit,modesty,0,482
verbrenne,burn,0,482
übersee,overseas,0,482
jesu,jesus,0,482
ori,ori,0,482
londoner,London,0,482
hinhalten,stall,0,482
trauriges,sad,0,482
orangen,oranges,0,482
schutzengel,guardian angel,0,482
yankee,Yankee,0,482
bewerben,apply,0,482
weizen,wheat,0,482
gips,plaster,0,482
siedlung,settlement,0,482
eigenschaft,characteristic,0,481
kröten,toads,0,481
geweiht,consecrated,0,481
hochzeitsreise,honeymoon,0,481
jace,Jace,0,481
sayid,sayid,0,481
wahrhaft,truly,0,481
preisen,praise,0,481
betreibt,operates,0,481
höllisch,hellish,0,481
überreichen,hand over,0,481
piggy,piggy,0,481
ching,ching,0,481
elternteil,parent,0,481
ay,ay,0,481
fallenlassen,drop,0,481
medizinisches,medical,0,481
barrow,barrow,0,481
swan,swan,0,481
skalpell,scalpel,0,481
abmarsch,march off,0,481
verteidige,defend,0,481
floß,raft,0,481
geistigen,intellectual,0,480
tournee,tour,0,480
entzündet,ignited,0,480
porträt,portrait,0,480
angeschrien,yelled at,0,480
seavers,seavers,0,480
sauberer,cleaner,0,480
asyl,asylum,0,480
verachten,despise,0,480
passenden,matching,0,480
jenes,that,0,480
schockierend,shocking,0,480
eliot,eliot,0,480
plötzliche,sudden,0,480
saloon,saloon,0,480
ausatmen,exhale,0,480
ops,ops,0,480
vorgelesen,read out,0,479
atelier,studio,0,479
bessern,improve,0,479
yuki,yuki,0,479
rafael,rafael,0,479
tyson,tyson,0,479
league,league,0,479
spucke,spit,0,479
seymour,seymour,0,479
unglaubliches,incredible,0,479
pinguin,penguin,0,479
lords,lords,0,479
festival,festival,0,479
notar,notary,0,479
sterbenden,dying,0,479
anfühlen,feel,0,479
durchschauen,see through,0,478
cheeseburger,cheeseburgers,0,478
schlappschwanz,wimp,0,478
lapd,lapd,0,478
täten,did,0,478
strümpfe,stockings,0,478
usw.,etc.,0,478
holden,holden,0,478
cookie,cookies,0,478
kräuter,herbs,0,478
ade,goodbye,0,478
kleinstadt,small town,0,478
markieren,mark,0,478
sd-6,sd-6,0,478
justizministerium,Ministry of Justice,0,478
verborgenen,hidden,0,478
harald,Harold,0,478
offenbart,revealed,0,477
abfindung,severance pay,0,477
surren,whirring,0,477
hausarbeit,housework,0,477
lautete,was,0,477
cocktails,cocktails,0,477
nervenzusammenbruch,nervous breakdown,0,477
vierzig,forty,0,477
waschbecken,bathroom sink,0,477
dümmste,stupidest,0,477
abseits,offside,0,477
francesca,francesca,0,477
szenario,scenario,0,477
rip,rip,0,477
jahrgang,vintage,0,477
haube,hood,0,477
claus,Claus,0,477
anschnallen,buckle up,0,476
flöte,flute,0,476
störst,disturb,0,476
stücken,pieces,0,476
room,room,0,476
verfolgst,pursue,0,476
russischer,Russian,0,476
lambert,lambert,0,476
verwende,use,0,476
jeb,jeb,0,476
eskorte,escort,0,476
fehl,miss,0,476
gebumst,fucked,0,476
feen,fairies,0,476
solomon,Solomon,0,476
alberne,silly ones,0,476
nippel,nipple,0,476
balken,beam,0,476
cheerleader,cheerleaders,0,476
pc,pc,0,476
dranbleiben,stay tuned,0,476
acker,field,0,476
medizinisch,medical,0,476
zusammenreißen,pull together,0,476
bekloppt,crazy,0,476
takt,tact,0,476
vollbringen,accomplish,0,476
menü,menu,0,476
wiedergutmachung,reparation,0,476
pasta,pasta,0,476
schlimmere,worse,0,475
edna,edna,0,475
reyes,Reyes,0,475
andersrum,the other way around,0,475
frieren,freeze,0,475
unverletzt,uninjured,0,475
langweilige,boring ones,0,475
treib,drive,0,475
genehmigen,to permit,0,475
kluges,clever,0,475
mutters,mother's,0,475
barton,barton,0,475
schmilzt,melts,0,475
stinksauer,pissed off,0,475
schwesterchen,little sister,0,475
psychologische,psychological,0,475
befunden,found,0,475
clare,Clare,0,475
neigt,tends,0,475
hebamme,midwife,0,475
verteidigungsministerium,Ministry of Defense,0,475
tau,dew,0,475
schwarzmarkt,black market,0,474
vollendet,completed,0,474
ausgehalten,endured,0,474
akku,battery,0,474
inder,in the,0,474
lächerlichen,ridiculous,0,474
vortäuschen,pretend,0,474
hetzen,rush,0,474
vorgeben,pretend,0,474
trennten,separated,0,474
saunders,saunders,0,474
sterbt,dies,0,474
tollste,most amazing,0,474
verträgt,tolerates,0,474
unmittelbar,directly,0,474
erhängt,hanged,0,474
hinab,down,0,474
ausserdem,aside from that,0,474
albernen,silly,0,474
grässlich,horrible,0,474
aufgibt,gives up,0,474
legion,legion,0,473
dimitri,Dimitri,0,473
gekränkt,offended,0,473
gelegenheiten,opportunities,0,473
beabsichtigt,intended,0,473
kostenlose,free,0,473
nachvollziehen,comprehend,0,473
alltag,everyday,0,473
gebadet,bathed,0,473
einwandfrei,flawless,0,473
zusammengeschlagen,beaten up,0,473
schlampig,sloppy,0,473
glückwünsche,congratulations,0,473
shadow,shadow,0,473
alabama,Alabama,0,473
attraktive,attractive,0,473
umbrachte,killed,0,473
kolumbien,Colombia,0,473
forrest,forest,0,473
zurückzubekommen,to get back,0,473
fitnessstudio,gym,0,473
item,item,0,472
zelten,camping,0,472
behaupte,claim,0,472
wichtigere,more important,0,472
freiraum,free space,0,472
verjagt,chased away,0,472
crusher,crusher,0,472
prometheus,Prometheus,0,472
schmoren,braise,0,472
komplimente,compliments,0,472
mahl,meal,0,472
fässer,barrels,0,472
schluckt,swallows,0,472
oklahoma,Oklahoma,0,472
schaufeln,shovel,0,472
krokodil,crocodile,0,472
botschaften,messages,0,472
music,music,0,472
hola,hola,0,472
ehrlichen,honest,0,472
auslassen,leave out,0,471
unpassend,inappropriate,0,471
ausgegraben,unearthed,0,471
bellamy,bellamy,0,471
auszusetzen,to suspend,0,471
übergang,transition,0,471
turbo,turbo,0,471
addison,Addison,0,471
ankündigung,announcement,0,471
gewöhn,habitual,0,471
silvia,Silvia,0,471
burkhalter,burkhalter,0,471
religiösen,religious,0,471
selbstverteidigung,self-defense,0,471
storm,storm,0,471
angesteckt,infected,0,471
bedauerlicherweise,unfortunately,0,471
auserwählte,chosen,0,471
pipi,pee,0,471
eliminiert,eliminated,0,471
leah,leah,0,471
sitte,custom,0,470
rene,rene,0,470
tate,tate,0,470
byron,byron,0,470
philly,Philly,0,470
erlaubst,allow,0,470
cohen,cohen,0,470
größtenteils,mostly,0,470
darstellung,depiction,0,470
stattgegeben,granted,0,470
reißverschluss,zipper,0,470
entschlossenheit,determination,0,470
seltenen,rare,0,470
kameramann,cameraman,0,470
cuddy,cuddy,0,470
rekruten,recruits,0,470
eingeweiht,inaugurated,0,470
esteban,esteban,0,470
aufgehen,rise,0,470
glied,member,0,470
zusammenkommen,come together,0,469
wechsle,switch,0,469
kolumne,column,0,469
betrunkenen,drunken,0,469
abende,evenings,0,469
schlaue,cunning,0,469
minnesota,Minnesota,0,469
aziz,aziz,0,469
streite,argue,0,469
zustande,accomplished,0,469
sg-1,sg-1,0,469
maryland,Maryland,0,469
abschlagen,knock off,0,469
lockt,tempts,0,469
lungenentzündung,pneumonia,0,469
spülen,wash,0,468
ricardo,Ricardo,0,468
psychisch,psychologically,0,468
schwänzen,skip,0,468
meckern,complain,0,468
zebra,zebra,0,468
sogenannte,so-called,0,468
missionen,missions,0,468
hausmädchen,housemaid,0,468
dogs,dogs,0,468
wales,Wales,0,468
vorgänger,predecessor,0,468
eingeleitet,initiated,0,468
rumgemacht,made out,0,468
trauben,grapes,0,468
auszulöschen,to erase,0,468
boomer,boomer,0,468
läge,would lie,0,468
löscht,deletes,0,468
tasha,tasha,0,468
landstreicher,tramp,0,468
rechtmäßig,lawful,0,468
jahrzehnten,decades,0,468
psychologen,psychologists,0,468
massive,massive,0,468
mustafa,mustafa,0,468
della,della,0,468
nathalie,Nathalie,0,467
flanke,flank,0,467
lyla,lyla,0,467
ersparnisse,savings,0,467
einzumischen,to interfere,0,467
dillon,dillon,0,467
joanna,Joanna,0,467
treuen,loyal,0,467
frist,deadline,0,467
tonight,tonight,0,467
südafrika,South Africa,0,467
brigitte,brigitte,0,467
boone,boone,0,467
teilzunehmen,to participate,0,467
scher,shear,0,467
heights,heights,0,467
widerrede,contradict,0,467
übernahme,takeover,0,467
snacks,snacks,0,467
ernährung,nutrition,0,466
vorfälle,incidents,0,466
wahnvorstellungen,delusions,0,466
schnappe,snap,0,466
bequemer,more comfortable,0,466
popmusik,pop music,0,466
hoden,testicles,0,466
aufdringlich,intrusive,0,466
staatsanwältin,public prosecutor,0,466
abstoßend,repulsive,0,466
bataillon,battalion,0,466
japp,yep,0,466
energiequelle,energy source,0,466
springst,jump,0,466
widerspruch,contradiction,0,466
wehr,defense,0,466
free,free,0,466
betrunkene,drunks,0,466
geschubst,pushed,0,466
machs,do it,0,466
griechisch,Greek,0,466
ungarn,Hungary,0,465
pscht,psht,0,465
homosexuell,homosexual,0,465
aufregende,exciting,0,465
diabetes,diabetes,0,465
schnieft,sniffles,0,465
verbittert,bitter,0,465
spüle,sink,0,465
tanzte,danced,0,465
herausforderungen,challenges,0,465
nachsitzen,detention,0,465
lebensgefahr,danger to life,0,465
übergehen,pass over,0,465
wortes,word,0,465
nein.,no.,0,465
agency,agency,0,465
nebeneinander,next to each other,0,465
gladys,Gladys,0,465
sammler,collector,0,465
schnall,buckle,0,465
historische,historical,0,465
moralischen,moral,0,465
bmw,bmw,0,465
verwüstet,devastated,0,465
grabstein,tombstone,0,464
reh,deer,0,464
präsenz,presence,0,464
erkundigt,inquired,0,464
angegeben,specified,0,464
wahrnehmung,perception,0,464
gepflegt,maintained,0,464
hautfarbe,skin color,0,464
büchse,can,0,464
newkirk,newkirk,0,464
abfangen,intercept,0,464
geschwächt,weakened,0,464
betreffen,regarding,0,464
vice,vice,0,464
automaten,vending machines,0,464
zugerichtet,prepared,0,463
öffnung,opening,0,463
muffins,muffins,0,463
heikel,tricky,0,463
visitenkarte,business card,0,463
stifte,pens,0,463
betrat,entered,0,463
allmächtigen,almighty,0,463
jahrzehnte,decades,0,463
rebekah,rebekah,0,463
odysseus,Odysseus,0,463
schöneres,more beautiful,0,463
geschlossenen,closed,0,463
gewickelt,wrapped,0,463
leopold,Leopold,0,463
karren,cart,0,463
chin,Chinese,0,463
recherche,research,0,463
erhört,he's listening,0,463
frustrierend,frustrating,0,463
erlöse,redeem,0,463
forderte,demanded,0,463
uber,above,0,463
anleitung,directions,0,463
cover,cover,0,463
vergiß,forget,0,462
durchreise,transit,0,462
sechste,sixth,0,462
begehren,desire,0,462
abtreten,relinquish,0,462
massachusetts,Massachusetts,0,462
slip,slip,0,462
mustang,mustang,0,462
handlanger,henchman,0,462
winters,winters,0,462
zeke,zeke,0,462
some,some,0,462
tröstet,comforts,0,462
bemühe,strive,0,462
bluff,bluff,0,462
untreu,unfaithful,0,462
lmmer,Always,0,462
odin,odin,0,461
verhalte,behave,0,461
teilhaben,participate,0,461
klartext,plain text,0,461
liebenswert,adorable,0,461
jackpot,jackpot,0,461
gebären,give birth,0,461
aufstellung,setup,0,461
lippe,lip,0,461
baba,baba,0,461
lillian,lillian,0,461
morgana,morgana,0,461
